0,2289,85003,5211,0,0,84877
1,2312,88615,4963,0,0,88483
2,1963,81952,5382,0,0,81841
3,2319,86329,5046,0,0,86195
4,1895,79103,5630,0,0,79021
5,2006,76815,5062,0,0,76635
6,1931,77836,5226,0,0,77745
7,1859,84806,5280,0,0,84711
8,2153,83207,5223,0,0,83081
9,1903,84884,4711,0,0,84770
10,2160,79909,4584,0,0,79803
11,2413,86729,4867,0,0,86584
12,2307,85886,5250,0,0,85763
13,2247,81123,4916,0,0,81005
14,2282,91295,5211,0,0,91163
15,2342,88130,5123,0,0,87980
