0,3811,14770,2164,2839,0,8537
1,3640,15362,1999,3426,0,8498
2,3701,15091,1967,3460,0,8294
3,3502,14324,1982,3503,0,7693
4,3704,15545,2071,3369,0,8801
5,3862,16143,2188,3490,0,9107
6,4042,15359,2189,3130,0,8833
7,3888,14947,2203,2930,0,8601
